gene	SRR13943161	SRR13943160	SRR13943159	SRR13943158	SRR13943157	SRR13943156
ENSG00000001497	10.796064714196598	10.80339387270906	10.746950362677088	10.442051997506155	10.42632727919509	10.550146326050212
ENSG00000001561	9.503171506866783	9.494721263755881	9.539989953020353	9.725587665928774	9.674670731806932	9.730264590427405
ENSG00000001617	8.625657858704539	8.64624328912027	8.67145503195185	8.86212686113151	8.861543753312576	8.989142430244614
ENSG00000001626	8.187511641235297	8.081129294617929	8.1997535089599225	6.062994870576496	5.481445726841735	5.948645096540615
ENSG00000001629	10.737562543009853	10.69563566035245	10.656537185686718	10.419066673761137	10.507924772849112	10.399411304550998
ENSG00000001630	12.534427066723953	12.531496125055321	12.497237771407168	12.23763343122474	12.30666472775092	12.295607865378155
ENSG00000001631	9.997883394076187	9.772852929710908	9.980180645348218	9.992048157882344	9.968782452637576	10.007617449967997
ENSG00000002016	7.978924809428927	7.988332705815143	7.913834233065464	7.12632639228785	7.114095692292042	6.630269320695791
ENSG00000002079	5.133106700488499	5.024814923479662	5.14323923919213	5.110972925887524	5.012807143540335	4.823283737710024
ENSG00000002330	9.261294225396908	9.098589151240889	9.321919825158828	10.209231676282794	10.217223998988585	10.283553988704888
ENSG00000002549	10.813598254788685	10.872021253678634	10.781420225764167	10.353611902874963	10.353484120854269	10.388235492738954
ENSG00000002586	11.748219934276584	11.748719379581576	11.761491098564026	10.793930164347739	10.734930188573825	10.89476330880413
ENSG00000002587	7.148170959327587	7.0275670185925065	7.232917991628326	6.503494759210274	6.537712175645229	6.366774226191799
ENSG00000002726	5.5715684941927774	5.465069712378184	5.6841675765766775	4.411754031264187	4.3669949690551615	4.2351764477080565
ENSG00000002745	4.544198895635249	4.6968507618042254	4.403097828473785	4.632262636350705	4.3669949690551615	4.2351764477080565
ENSG00000002746	4.815630139074567	4.908037862319279	4.62022419578804	4.531865539934313	4.221940654450629	3.868775657209485
ENSG00000002822	8.808358643161373	8.77251641408158	8.83103094759741	8.489682444568908	8.409580702416909	8.496453082643146
